TemplateType=shoes	Version=2017.0306	Las 3 primeras filas son para uso exclusivo de Amazon.com. No modifique ni elimine las 3 primeras filas.								Oferta-Información de ofertas - Estos atributos se utilizan para que los clientes puedan comprar su art?culo en la p?gina web.															Dimensiones-Dimensiones del producto - Estos atributos especifican el tama?o y el peso de un producto.										Descubrimiento-Información de descubrimiento del art?culo - Estos atributos afectan a la forma en que los clientes pueden encontrar su producto en la p?gina web navegando o buscando por Internet.								Im?genes-Información de im?genes - Encontrar? m?s información en la ficha Instrucciones para im?genes.										Cumplimiento-usa esta columna para proporcionar información relacionada con la gestión de tus pedidos, tanto los gestionados por Amazon como los que gestiones t? mismo.							Variantes-Información de variaciones - Rellene estos atributos si su producto est? disponible en diferentes variaciones (por ejemplo, color o potencia eléctrica).				Cumplimiento normativo-Información de cumplimiento normativo - Atributos que sirven para cumplir la legislación de consumo en el pa?s o la región donde se vende el art?culo.	Desagrupado - Estos atributos generan listas de productos con muchos detalles para los compradores.																																	
SKU	Identificador de producto	Tipo de identificador de producto	T?tulo	Marca	Descripción	Tipo de producto	Actualizar o eliminar	N?mero de pieza del fabricante	N?mero de modelo	Estado del producto	Nota sobre el estado del producto	N?mero de art?culos	Precio	Cantidad	Precio en oferta	Fecha de comienzo de la oferta	Fecha de finalización de la venta	N?mero de unidades por paquete	Mensaje de regalo disponible	Envoltorio para regalo disponible	Descatalogado por el fabricante	Tiempo de preparación	Grupo de env?o	Código fiscal del producto	"Unidad de medida del atributo ""Peso del env?o"""	"Unidad de medida del atributo ""Longitud del producto"""	"Unidad de medida del atributo ""Altura del producto"""	"Unidad de medida del atributo ""Anchura del producto"""	Peso del env?o	Longitud del producto	Altura del producto	Ancho del producto	Unidad de medida del peso del producto	Unidad de medida del peso del art?culo	P?blico objetivo	Vi?etas1	Vi?etas2	Vi?etas3	Vi?etas4	Vi?etas5	Nodos de navegación recomendados	Términos de b?squeda	Dirección URL de la imagen principal	Direcciones URL de otras im?genes1	Direcciones URL de otras im?genes2	Direcciones URL de otras im?genes3	Direcciones URL de otras im?genes4	Direcciones URL de otras im?genes5	Direcciones URL de otras im?genes6	Direcciones URL de otras im?genes7	Direcciones URL de otras im?genes8	Dirección URL de la imagen de muestra	Altura del paquete	Ancho del paquete	Longitud del paquete	"Unidad de medida del atributo ""Dimensiones del paquete"""	Peso del paquete	"Unidad de medida del atributo ""Peso del paquete"""	Identificador de centro log?stico	Parentesco	SKU padre	Tipo de relación	Tipo de variación	Pa?s de origen	Departamento	Modelo	A?o del modelo	Producto para adultos	Estilo y ocasiones	Caracter?sticas adicionales	Forma de las gafas	N?mero de bater?as/pilas	Tipo de bater?a/pila	Tipo de bater?a	Peso de la pila de litio	Unidad de medida de la Peso de la pila de litio	Estilo	color_name	Color asociado	size_name	Tipo de material exterior	Colección	Temporada	Ancho del zapato	size_map	Composición de materiales	Tipo de material interior	Material de la suela	Tipo de tacón	Altura del tacón	Altura de la ca?a de la bota	Altura de la plataforma	Tipo de cierre	Nivel de resistencia al agua	Corrección de la pisada	Tipo de superficie	Shaft Height Unit Of Measure	"Unidad de medida del atributo ""talón Altura del producto"""
fines-ToteBag-BGE-BPIU			Unique La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIU				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, flowers, nature, tree, green, florist, gardenersports, jogging, run, active, lifenature, walk, treadmill, flowerpot	http://79.98.29.171/media/generated_images/253177.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIT			If You Think I Am Cute You Should See My Uncle La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIT				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, granny, parent, children, old, lady, grandmotherpregnancy, announcement, thanks, job, donevintage, pun, nice, cool, dope, swag	http://79.98.29.171/media/generated_images/253187.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIS			I'm Two Tired La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIS				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, i, am, wasting, my, life, not, know, how, stopsad, hurt, introvert, nerd, unluckynerd, art, design, pun, nice, fun, face	http://79.98.29.171/media/generated_images/253197.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIR			You Are Too Close La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIR				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, i, can, be, socially, awkward, genioussad, hurt, introvert, nerd, unluckysay, yes, need, help, sadness, fan, hero	http://79.98.29.171/media/generated_images/253207.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIQ			Calm Your Tits La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIQ				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	"Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, animal, pet, fluffy, cute, love, hug, pawsong, sing, morning, fly, sky, wake, up, nice	nerd, smart, hipster, vintage, awesome, best, top"	http://79.98.29.171/media/generated_images/253217.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIP			Tired As A Human Being La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIP				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, introvert, sad, lonely, hate, emothinking, appreaciate, things, be, richfeel, money, around, you, fuck, hugs	http://79.98.29.171/media/generated_images/253227.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIO			Tiny Miracle La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIO				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, perfect, life, flowers, elephant, happy, fruitsemotion, feel, free, live, class, icongood, life, good, vibes, summer, 2017	http://79.98.29.171/media/generated_images/253237.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIN			Everything's Gonna Be Alright La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIN				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, animal, pet, fluffy, cute, love, hug, pawsong, sing, morning, fly, sky, wake, up, nicenerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253247.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIM			I Am The Gift La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIM				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, surprise, gift, present, birthday, holidayintrovert, kid, family, happy, real, hope, besthallucination, sense, happy, insomnia	http://79.98.29.171/media/generated_images/253257.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIL			Tea Time La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIL				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, media, culture, life, cute, friend, young, lovecat, bear, kid, family, happy, real, hope, bestvintage, hipster, trend, nerd, awesome, cool	http://79.98.29.171/media/generated_images/253267.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIK			Sweeter Than Stawberry La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIK				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, fruit, berry, pasion, red, yammy, deliciousmainstream, raw, paint, green, veganI, love, my, life, healthy, fresh	http://79.98.29.171/media/generated_images/253277.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIJ			Support System La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIJ				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, it, company, manager, help, hacker, cookie, guyschool, teacher, learn, college, university, booknerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253287.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPII			What Is Your Superpower? La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPII				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, i, can, be, socially, awkward, genioussad, hurt, introvert, nerd, unlucky, say, yes, need, help, sadness, fan, hero	http://79.98.29.171/media/generated_images/253297.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIH			Life Succs La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIH				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, i, am, wasting, my, life, not, know, how, stopsad, hurt, introvert, nerd, unlucky, nerd, art, design, pun, nice, fun, face	http://79.98.29.171/media/generated_images/253307.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIG			Stressed Depressed But Well Dressed La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIG				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, fashion, industry, style, flashnice, cool, beauty, slogan, want, to, beface, stylish, fashion, glasses, iconic	http://79.98.29.171/media/generated_images/253317.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIF			I Still Live With Me Parents La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIF				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, smart, learn, star, amazing, change, worldschool, teacher, learn, college, university, booknerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253327.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIE			Stay In School Or This Could Be You La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIE				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, smart, learn, star, amazing, change, worldschool, teacher, learn, college, university, booknerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253337.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPID			Searching Dollar wi-fi parody La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPID				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, need, money, like, wifi, internetsearch, for, job, cash, fast, connectnerd, art, design, pun, nice, fun, face	http://79.98.29.171/media/generated_images/253347.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIC			Whatever Sprincles Your Donuts La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIC				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, food, cake, sweet, heart, love, life, dessertdohnut, don't, doh, pun, whatever, worrynerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/253357.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIB			Sorry I Can't. My Plans Really Really Needs Me La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIB				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, blame, hate, give, live, true, friendmistake, not, my, fault, dumbsmart, forget, forgive, yolo	http://79.98.29.171/media/generated_images/253367.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPIA			Sorry I'am Not Sorry La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPIA				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, Blame, hate, give, live, true, friendmistake, not, my, fault, dumbsmart, forget, forgive, yolo	http://79.98.29.171/media/generated_images/253377.png																					Lituania														Beige	Beige	Un tama?o					one size													
fines-ToteBag-BGE-BPHZ			Blame Society La bolsa de asas de la lona de algodón	Finest Prints	Un bolso para las compras, ir a la playa y llevar cosas alrededor.	Handbag	Update		fines-ToteBag-BGE-BPHZ				9.99	9999																					Lona, playa, ocio, ultramarinos, org?nico, eco	Biodegradable	Ecológico	No blanqueado	Producto no animal	Durable	1571263031	Lona, playa, ocio, el hacer compras, ultramarinos, org?nico, eco, inconformista, vegano, hate, government, president, USAnorth, korea, war, III, world, global, crisisfinancial, disaster, fuck, trump, brexit	http://79.98.29.171/media/generated_images/253387.png																					Lituania														Beige	Beige	Un tama?o					one size													
